Job Order No,Date,Fabric,Brand,Shade,Size,Quantity,Unit,Party Name,Garment Type,Section,Season,Emb,Emb Details,Printing,Printing Details,Pattern,Style,Remarks,Direct Stitching,Submitted By,Image URL,Lot Number,Component ,Challan No,Challan Date,Challan Items JSON,Challan History JSON,Challan Total Qty,Challan Complete Lot,Challan By,Challan PDF URL,Priority,Cancellation Timestamp,Cancelled By,Cancellation Approved From,Cancellation Reason,Status,Tape/Lace,Bottom Type,Zip,Sticker,Collar,Bone,FULL BAJU,,FABRIC_SUPERVISOR,PDF Status,PDF Generated Date,PDF Blocked,Order No.,Email Notified At
JO-776,2026-02-19,Q20 CEMO,UNDER ARMOUR,"OLIVE, COFFEE, KHAKHI","M , L , L , XL , XL , 2XL",2,ROLLS,SS,LOWER,GENTS,SUMMER,BHM,FRONT,NA,,SS Pattern,lower,,no,Ravinder Singh (Order Referred By Mohit Goyal),https://drive.google.com/uc?export=download&id=1IzVYGzoQXlBUK3p0k-ArdRZ0Nrjv_lgc,61112,,CH-EMB-0528,24 Feb 2026,"{""items"":[{""shade"":""OLIVE"",""qty"":156},{""shade"":""COFFEE"",""qty"":156},{""shade"":""KHAKHI"",""qty"":156}],""completeLot"":false,""notedAt"":""2026-02-24T10:56:31.310Z""}","[{""number"":""CH-EMB-0528"",""date"":""24 Feb 2026"",""by"":"""",""completeLot"":false,""totalQty"":468,""items"":[{""shade"":""OLIVE"",""qty"":156},{""shade"":""COFFEE"",""qty"":156},{""shade"":""KHAKHI"",""qty"":156}],""receivedDate"":""2026-02-25T14:42:43.285Z"",""embCompleted"":true,""embUpdatedAt"":""2026-03-09T05:02:14.188Z""}]",468,no,,,MEDIUM,,,,,,NO,Elastic and Stopper,YES,,,,,,,,,,,2/19/2026
JO-777,2026-02-19,Q20 CEMO,NIKE,"OLIVE, COFFEE, KHAKHI","M , L , L , XL , XL , 2XL",2,ROLLS,SS,LOWER,GENTS,SUMMER,BHM,FRONT,NA,,KOREAN PATTERN,lower,,no,Ravinder Singh (Order Referred By Mohit Goyal),https://drive.google.com/uc?export=download&id=1bns8DD574BfRxMMV4-pZb93rb80ECr99,61113,,CH-EMB-0529,24 Feb 2026,"{""items"":[{""shade"":""OLIVE"",""qty"":156},{""shade"":""COFFEE"",""qty"":156},{""shade"":""KHAKHI"",""qty"":156}],""completeLot"":false,""notedAt"":""2026-02-24T10:56:30.353Z""}","[{""number"":""CH-EMB-0529"",""date"":""24 Feb 2026"",""by"":"""",""completeLot"":false,""totalQty"":468,""items"":[{""shade"":""OLIVE"",""qty"":156},{""shade"":""COFFEE"",""qty"":156},{""shade"":""KHAKHI"",""qty"":156}],""receivedDate"":""2026-02-25T14:42:45.486Z"",""embCompleted"":true,""embUpdatedAt"":""2026-03-09T05:02:17.689Z""}]",468,no,,,MEDIUM,,,,,,NO,Elastic and Stopper,YES,,,,,,,,,,,2/19/2026
JO-778,2026-02-19,Q20 CEMO,ADIDAS,"OLIVE, COFFEE, KHAKHI","M , L , L , XL , XL , 2XL",2,ROLLS,SS,LOWER,GENTS,SUMMER,BHM,FRONT,NA,,SS Pattern,lower,,no,Ravinder Singh (Order Referred By Mohit Goyal),https://drive.google.com/uc?export=download&id=1zKqt7fejuiblKwfsOQVm-3EEIsfoXPDc,61114,,CH-EMB-0533,25 Feb 2026,"{""items"":[{""shade"":""OLIVE"",""qty"":216},{""shade"":""COFFEE"",""qty"":216},{""shade"":""KHAKHI"",""qty"":216}],""completeLot"":false,""notedAt"":""2026-02-25T08:56:00.874Z""}","[{""number"":""CH-EMB-0533"",""date"":""25 Feb 2026"",""by"":"""",""completeLot"":false,""totalQty"":648,""items"":[{""shade"":""OLIVE"",""qty"":216},{""shade"":""COFFEE"",""qty"":216},{""shade"":""KHAKHI"",""qty"":216}],""receivedDate"":""2026-02-25T14:42:47.546Z"",""embCompleted"":true,""embUpdatedAt"":""2026-03-09T05:02:35.438Z""}]",648,no,,,HIGH,,,,,,NO,Elastic and Stopper,YES,,,,,,,,,,,2/19/2026
JO-779,2026-02-19,Q20 CEMO,GYM SHARK,"OLIVE, COFFEE, KHAKHI","M , L , L , XL , XL , 2XL",2,ROLLS,SS,LOWER,GENTS,SUMMER,BHM,FRONT,NA,,SS Pattern,lower,,no,Ravinder Singh (Order Referred By Mohit Goyal),https://drive.google.com/uc?export=download&id=1-pBsbKgpQAGnzQk-M1KID2raqDXQ_9Vv,61115,,CH-EMB-0534,25 Feb 2026,"{""items"":[{""shade"":""OLIVE"",""qty"":210},{""shade"":""COFFEE"",""qty"":156},{""shade"":""KHAKHI"",""qty"":144}],""completeLot"":false,""notedAt"":""2026-02-25T08:56:02.191Z""}","[{""number"":""CH-EMB-0534"",""date"":""25 Feb 2026"",""by"":"""",""completeLot"":false,""totalQty"":510,""items"":[{""shade"":""OLIVE"",""qty"":210},{""shade"":""COFFEE"",""qty"":156},{""shade"":""KHAKHI"",""qty"":144}],""receivedDate"":""2026-02-25T14:42:50.162Z"",""embCompleted"":true,""embUpdatedAt"":""2026-03-06T11:42:42.125Z""}]",510,no,,,HIGH,,,,,,,Elastic and Stopper,YES,,,,,,,,,,,2/19/2026
JO-780,2026-02-19,K13/K15,UNDER ARMOUR,"BLACK K13, SIVER K13, FAWN K13, OLIVE K16, BLACK K16, GREY K16","M , L , L , XL , XL , 2XL",2,ROLLS,Mohit Hosiery,LOWER,GENTS,SUMMER,BHM,FRONT,NA,,KOREAN PATTERN,LOWER CARGO,,no,Ravinder Singh (Order Referred By Mohit Goyal),,11521,,CH-EMB-0530,24 Feb 2026,"{""items"":[{""shade"":""BLACK K13"",""qty"":126},{""shade"":""SIVER K13"",""qty"":126},{""shade"":""FAWN K13"",""qty"":126},{""shade"":""OLIVE K16"",""qty"":126},{""shade"":""BLACK K16"",""qty"":144},{""shade"":""GREY K16"",""qty"":126}],""completeLot"":false,""notedAt"":""2026-02-24T10:56:28.521Z""}","[{""number"":""CH-EMB-0530"",""date"":""24 Feb 2026"",""by"":"""",""completeLot"":false,""totalQty"":774,""items"":[{""shade"":""BLACK K13"",""qty"":126},{""shade"":""SIVER K13"",""qty"":126},{""shade"":""FAWN K13"",""qty"":126},{""shade"":""OLIVE K16"",""qty"":126},{""shade"":""BLACK K16"",""qty"":144},{""shade"":""GREY K16"",""qty"":126}],""receivedDate"":""2026-02-26T14:56:42.035Z"",""embCompleted"":true,""embUpdatedAt"":""2026-03-02T11:03:31.516Z""}]",774,no,,,HIGH,,,,,,,Normal Fold,YES,,,,,,,,,,,2/19/2026
JO-781,2026-02-19,LYCRA MATTY,ARMANI,"BLACK, BLACK, WHITE, B GREEN, L GREY, OLIVE, L KHAKHI, CK TONE","M , L , L , XL , 2XL , 3XL , 4XL , 5XL",49,SETS,Mohit Hosiery,T-SHIRT,GENTS,SUMMER,BHM,FRONT,NA,,MH Pattern,COLLAR + THOKA,3/4/5 MAI 32 SET CUTTING KARNA HAI,no,Ravinder Singh (Order Referred By Mohit Goyal),https://drive.google.com/uc?export=download&id=1wyVgoUiNryXCqNoX5h_bZYpDwK9BVsBK,11522,,CH-EMB-0532,25 Feb 2026,"{""items"":[{""shade"":""BLACK"",""qty"":682},{""shade"":""WHITE"",""qty"":341},{""shade"":""B GREEN"",""qty"":341},{""shade"":""L GREY"",""qty"":341},{""shade"":""CK TONE"",""qty"":341},{""shade"":""L KHAKHI"",""qty"":341}],""completeLot"":false,""notedAt"":""2026-02-25T08:56:06.501Z""}","[{""number"":""CH-EMB-0532"",""date"":""24 Feb 2026"",""by"":"""",""completeLot"":false,""totalQty"":2046,""items"":[{""shade"":""BLACK"",""qty"":682},{""shade"":""WHITE"",""qty"":341},{""shade"":""B GREEN"",""qty"":341},{""shade"":""L GREY"",""qty"":341},{""shade"":""CK TONE"",""qty"":341}],""receivedDate"":""2026-02-26T14:57:03.514Z"",""embCompleted"":true,""embUpdatedAt"":""2026-03-14T07:01:01.173Z""},{""number"":""CH-EMB-0532"",""date"":""25 Feb 2026"",""by"":"""",""completeLot"":false,""totalQty"":341,""items"":[{""shade"":""L KHAKHI"",""qty"":341}],""receivedDate"":""2026-02-26T14:58:01.138Z"",""embCompleted"":true,""embUpdatedAt"":""2026-03-14T07:01:09.148Z""}]",2387,MEDIUM,,,,,,,,,NO,,,,,,,,,,,,,2/19/2026
JO-782,2026-02-20,VISION,UNDER ARMOUR,"BLACK, BEIGE, GREY, BROWN, BLACK, FAWN","M , L , L , XL , XL , 2XL",1,ROLLS,SS,LOWER,GENTS,SUMMER,BHM,FRONT,NA,,SS Pattern,LOWER,CONTRAST TAPE LGANI HAI ,no,MANINDER KAUR (Order Referred By Mohit Goyal),https://drive.google.com/file/d/1iZqzdotWhRnK1ogxN-vkuIyeZaTIsdb6/view?usp=drive_link,61116,,CH-EMB-0573,7 Mar 2026,"{""items"":[{""shade"":""BLACK"",""qty"":72},{""shade"":""BEIGE"",""qty"":72},{""shade"":""GREY"",""qty"":72},{""shade"":""BROWN"",""qty"":72},{""shade"":""FAWN"",""qty"":72}],""completeLot"":false,""notedAt"":""2026-03-07T12:00:37.090Z""}","[{""number"":""CH-EMB-0573"",""date"":""7 Mar 2026"",""by"":"""",""completeLot"":false,""totalQty"":360,""items"":[{""shade"":""BLACK"",""qty"":72},{""shade"":""BEIGE"",""qty"":72},{""shade"":""GREY"",""qty"":72},{""shade"":""BROWN"",""qty"":72},{""shade"":""FAWN"",""qty"":72}],""receivedDate"":""2026-03-12T05:08:36.904Z"",""embCompleted"":true,""embUpdatedAt"":""2026-03-13T13:53:03.357Z""}]",360,no,,,REPEATED_LOT#61033,,,,,,YES,Elastic and Stopper,,,,,,,,,,,,2/20/2026
JO-783,2026-02-20,UK LYCRA,ADIDAS BRICK,"BLACK, COFFEE, FAWN, RED, ROYAL, SILVER","M , L , L , XL , XL , 2XL",1,ROLLS,SS,LOWER,GENTS,SUMMER,BHM,FRONT,NA,,SS Pattern,LOWER,3 BON KA HALF GULLA LGNA HAI ,no,MANINDER KAUR (Order Referred By Mohit Goyal),https://drive.google.com/uc?export=download&id=1koQas3pt_qBPiOg0BzD66hEHpzF_JmmL,61117,,CH-EMB-0710,16 Apr 2026,"{""items"":[{""shade"":""BLACK"",""qty"":78},{""shade"":""COFFEE"",""qty"":78},{""shade"":""FAWN"",""qty"":90},{""shade"":""RED"",""qty"":78},{""shade"":""ROYAL"",""qty"":78},{""shade"":""SILVER"",""qty"":78}],""completeLot"":false,""notedAt"":""2026-04-16T05:14:27.465Z""}","[{""number"":""CH-EMB-0710"",""date"":""16 Apr 2026"",""by"":"""",""completeLot"":false,""totalQty"":480,""items"":[{""shade"":""BLACK"",""qty"":78},{""shade"":""COFFEE"",""qty"":78},{""shade"":""FAWN"",""qty"":90},{""shade"":""RED"",""qty"":78},{""shade"":""ROYAL"",""qty"":78},{""shade"":""SILVER"",""qty"":78}],""receivedDate"":""2026-04-16T15:14:05.118Z"",""embCompleted"":true,""embUpdatedAt"":""2026-04-27T06:16:08.055Z""}]",480,no,,,MEDIUM,,,,,,YES,Elastic and Stopper,YES,,,,,,,,,,,2/20/2026
JO-784,2026-02-20,VISION,UNDER ARMOUR,"BLACK, D. GREY, BEIGE, BROWN, BLACK","M , L , L , XL , XL , 2XL",1,ROLLS,SS,LOWER,GENTS,SUMMER,BHM,FRONT,NA,,SS Pattern,LOWER CARGO,SIDE PR POCKET LGANI HAI ,no,MANINDER KAUR (Order Referred By Mohit Goyal),https://drive.google.com/uc?export=download&id=1MRc862jgcT4EM6XQHgrSirhTI1x4LeG9,61118,,CH-EMB-0711,16 Apr 2026,"{""items"":[{""shade"":""BLACK"",""qty"":108},{""shade"":""D. GREY"",""qty"":60},{""shade"":""BEIGE"",""qty"":60},{""shade"":""BROWN"",""qty"":60}],""completeLot"":false,""notedAt"":""2026-04-16T05:14:39.409Z""}","[{""number"":""CH-EMB-0711"",""date"":""16 Apr 2026"",""by"":"""",""completeLot"":false,""totalQty"":288,""items"":[{""shade"":""BLACK"",""qty"":108},{""shade"":""D. GREY"",""qty"":60},{""shade"":""BEIGE"",""qty"":60},{""shade"":""BROWN"",""qty"":60}],""receivedDate"":""2026-04-16T15:13:52.957Z"",""embCompleted"":true,""embUpdatedAt"":""2026-04-18T15:29:33.795Z""}]",288,no,,,MEDIUM,,,,,,NO,Elastic and Stopper,NO,,,,,,,,,,,2/20/2026
JO-785,2026-02-20,PEACH,AEROPOSTALE,"RANI, NEON GREEN, NEON YELLOW, SURF, CREAM, WHITE, D.GRAY, L.ORANGE, NAVY","M , M , L , L , XL , 2XL , 3XL , 4XL,5XL",2,ROLLS,BB,T-SHIRT,GENTS,SUMMER,GOURAV,FRONT,NA,,MH Pattern,ROUNDNECK,3/4/5 1ROLL EACH CUTTING KARNA HA,no,MANINDER KAUR (Order Referred By Mohit Goyal),,62063,,CH-EMB-0547,2 Mar 2026,"{""items"":[{""shade"":""RANI"",""qty"":225},{""shade"":""NEON GREEN"",""qty"":255},{""shade"":""NEON YELLOW"",""qty"":255},{""shade"":""SURF"",""qty"":225},{""shade"":""CREAM"",""qty"":261},{""shade"":""D.GRAY"",""qty"":219},{""shade"":""L.ORANGE"",""qty"":240},{""shade"":""NAVY"",""qty"":225}],""completeLot"":false,""notedAt"":""2026-03-02T07:25:29.829Z""}","[{""number"":""CH-EMB-0547"",""date"":""2 Mar 2026"",""by"":"""",""completeLot"":false,""totalQty"":1905,""items"":[{""shade"":""RANI"",""qty"":225},{""shade"":""NEON GREEN"",""qty"":255},{""shade"":""NEON YELLOW"",""qty"":255},{""shade"":""SURF"",""qty"":225},{""shade"":""CREAM"",""qty"":261},{""shade"":""D.GRAY"",""qty"":219},{""shade"":""L.ORANGE"",""qty"":240},{""shade"":""NAVY"",""qty"":225}],""receivedDate"":""2026-03-03T13:55:20.859Z"",""embCompleted"":true,""embUpdatedAt"":""2026-03-26T13:09:30.131Z""}]",1905,no,,,REPEATED_LOT#11448,,,,,,,,,,,,,,,,,,,2/20/2026
JO-786,2026-02-20,PEACH,SUPERDRY,"RANI, 15%, NEON YELLOW, SURF, PINK, WHITE, NEON GREEN, CREAM, NAVY","M , M , L , L , XL , 2XL , 3XL , 4XL,5XL",2,ROLLS,BB,T-SHIRT,GENTS,SUMMER,GOURAV,FRONT,NA,,MH Pattern,ROUNDNECK,3/4/5 1 ROLL EACH CUTTING KARNA HA,no,MANINDER KAUR (Order Referred By Mohit Goyal),,62064,,CH-EMB-0548,2 Mar 2026,"{""items"":[{""shade"":""RANI"",""qty"":195},{""shade"":""NEON YELLOW"",""qty"":255},{""shade"":""SURF"",""qty"":249},{""shade"":""PINK"",""qty"":270},{""shade"":""NEON GREEN"",""qty"":261},{""shade"":""CREAM"",""qty"":246},{""shade"":""NAVY"",""qty"":216}],""completeLot"":false,""notedAt"":""2026-03-02T07:25:32.073Z""}","[{""number"":""CH-EMB-0548"",""date"":""2 Mar 2026"",""by"":"""",""completeLot"":false,""totalQty"":1692,""items"":[{""shade"":""RANI"",""qty"":195},{""shade"":""NEON YELLOW"",""qty"":255},{""shade"":""SURF"",""qty"":249},{""shade"":""PINK"",""qty"":270},{""shade"":""NEON GREEN"",""qty"":261},{""shade"":""CREAM"",""qty"":246},{""shade"":""NAVY"",""qty"":216}],""receivedDate"":""2026-03-03T13:55:22.888Z"",""embCompleted"":true,""embUpdatedAt"":""2026-04-04T09:57:44.303Z""}]",1692,no,,,REPEATED_LOT#11449,,,,,,,,,,,,,,,,,,,2/20/2026
JO-787,2026-02-20,UKL LYCRA,LACOSTA,"BLACK (PK GREEN), BLACK (IVORY), FAWN (PK GREEN), ICE BLUE (NAVY), RED (IVORY), ROYAL (IVOR), MEHNDI (BLACK), NAVY (ICE BLUE)","M , L , L , XL , 2XL",2,ROLLS,Mohit Hosiery,LOWER,GENTS,SUMMER,,,,,SS Pattern,lower,,yes,Ravinder Singh (Order Referred By Mohit Goyal),https://drive.google.com/uc?export=download&id=1wwK-krtVW_8BW-3tmuBRYG8afCnRleMO,11523,,,,,,,,,,HIGH,,,,,,NO,Normal Fold,YES,,,,,,,,,,,2/20/2026
JO-788,2026-02-20,UKL LYCRA,LACOSTA,"BLACK (PGREEN-IVORY), BLACK (IVORY-PK GREEN), RED (IVORY-ICE BLUE), ROYAL (IVORY-NAVY), ZARA GREY (SAGE-BLACK), NAVY (ICE BLUE-IVORY), SAGE (IVORY-BLACK)","M , L , L , XL , 2XL",2,ROLLS,Mohit Hosiery,LOWER,GENTS,SUMMER,,,,,SS Pattern,lower,,yes,Ravinder Singh (Order Referred By Mohit Goyal),https://drive.google.com/uc?export=download&id=17nctLq8fatFkvGioIW6wwGwpZbFGNWJ9,11524,,,,,,,,,,HIGH,,,,,,,Elastic and Stopper,YES,,,,,,,,,,,2/20/2026
JO-789,2026-02-20,JORDAN RIB,GYM SHARK,"BLACK, BLACK, WHITE, ROYAL, M GREY, RED, FAWN","L , XL , 2XL , 3XL",30,SETS,Mohit Hosiery,NIKKER,GENTS,SUMMER,BHM,FRONT,NA,,MH Pattern,NIKKER,SIDE GULLA RICE KNIT KA BON BHI LANI HAI,no,Ravinder Singh (Order Referred By Mohit Goyal),,11525,,,,,,,,,,HIGH,,,,,,,Normal Fold,YES,,,,,,,,,,,2/20/2026
JO-790,2026-02-20,TRP KNIT,ZARA,"BEIGE, CAMEL, BLACK","M , L , L , XL , 2XL",1,ROLLS,Mohit Hosiery,LOWER,GENTS,SUMMER,,,,,MH Pattern,T/NECK FULL ZIPPER,COLLER PUCHI FLAT KA,yes,Ravinder Singh (Order Referred By Mohit Goyal),https://drive.google.com/uc?export=download&id=1UOtWcCfXkBvhwxbf6BX7Lw1ex0i051VQ,11526,,,,,,,,,,HIGH,,,,,,,,YES,,,,,,,,,,,2/20/2026
JO-791,2026-02-20,SINKAR LYCRA,TOMMY,"15%, NAVY, NAVY, RED, RED, OFF WHITE, OFF WHITE, SURF, BLUE, NEO GREEN, L BEIGE, NEW SKY, COFFEE, CYBVER YELLOW","M , L , L , XL , 2XL",2,ROLLS,Mohit Hosiery,T-SHIRT COLLAR,GENTS,SUMMER,NA,,BHM,"FRONT, OTHER:IS LOT MAI MATCHING HAI COLLER KI",MH Pattern,COLLAR + THOKA,FLAT KA COLLER THOKA TAPE,no,Ravinder Singh (Order Referred By Mohit Goyal),https://drive.google.com/uc?export=download&id=1dFUKCMuLv1hmDaPWPDmEOV7IDU1Q4mBd,11527,,CH-PRINT-0164,10 Apr 2026,"{""items"":[{""shade"":""15%"",""qty"":155},{""shade"":""NAVY"",""qty"":315},{""shade"":""RED"",""qty"":330},{""shade"":""BLUE"",""qty"":170},{""shade"":""NEO GREEN"",""qty"":160},{""shade"":""L BEIGE"",""qty"":160},{""shade"":""NEW SKY"",""qty"":145},{""shade"":""COFFEE"",""qty"":160},{""shade"":""CYBVER YELLOW"",""qty"":155},{""shade"":""OFF WHITE"",""qty"":310},{""shade"":""SURF"",""qty"":175}],""completeLot"":false,""notedAt"":""2026-04-10T09:15:12.847Z""}","[{""number"":""CH-PRINT-0164"",""date"":""24 Feb 2026"",""by"":"""",""completeLot"":false,""totalQty"":1750,""items"":[{""shade"":""15%"",""qty"":155},{""shade"":""NAVY"",""qty"":315},{""shade"":""RED"",""qty"":330},{""shade"":""BLUE"",""qty"":170},{""shade"":""NEO GREEN"",""qty"":160},{""shade"":""L BEIGE"",""qty"":160},{""shade"":""NEW SKY"",""qty"":145},{""shade"":""COFFEE"",""qty"":160},{""shade"":""CYBVER YELLOW"",""qty"":155}],""receivedDate"":""2026-02-26T05:10:17.465Z"",""embCompleted"":true,""embUpdatedAt"":""2026-03-07T06:30:19.130Z""},{""number"":""CH-PRINT-0164"",""date"":""12 Mar 2026"",""by"":"""",""completeLot"":false,""totalQty"":445,""items"":[{""shade"":""OFF WHITE"",""qty"":310},{""shade"":""SURF"",""qty"":135}],""receivedDate"":""2026-03-13T13:23:36.213Z"",""embCompleted"":true,""embUpdatedAt"":""2026-03-18T14:40:54.782Z""},{""number"":""CH-PRINT-0164"",""date"":""10 Apr 2026"",""by"":"""",""completeLot"":false,""totalQty"":40,""items"":[{""shade"":""SURF"",""qty"":40}],""receivedDate"":""2026-04-13T11:26:08.090Z"",""embCompleted"":true,""embUpdatedAt"":""2026-04-13T11:26:16.011Z""}]",2235,no,,,HIGH,,,,,,,,NO,,,,,,,,,,,2/20/2026
JO-792,2026-02-20,SINKAR LYCRA,TOMMY,"1%, NAVY, NAVY, RED, RED, OFF WHITE, OFF WHITE, ROYAL, BLUE, NEO YELLOW, L COFFEE, AQUA, OLIVE, L PINK","M , L , L , XL , 2XL",2,ROLLS,Mohit Hosiery,T-SHIRT COLLAR,GENTS,SUMMER,NA,,BHM,"FRONT, OTHER:IS LOT MAI MATCHING HAI COLLER KI",MH Pattern,COLLAR + THOKA,FLAT KA COLLER THOKA TAPE,no,Ravinder Singh (Order Referred By Mohit Goyal),https://drive.google.com/uc?export=download&id=1p9ZLBI4N0e3BBuqzMWwVLi5vPUqIzN8F,11528,,CH-PRINT-0162,12 Mar 2026,"{""items"":[{""shade"":""NAVY"",""qty"":320},{""shade"":""RED"",""qty"":320},{""shade"":""ROYAL"",""qty"":160},{""shade"":""NEO YELLOW"",""qty"":160},{""shade"":""1%"",""qty"":160},{""shade"":""BLUE"",""qty"":145},{""shade"":""L COFFEE"",""qty"":185},{""shade"":""AQUA"",""qty"":150},{""shade"":""OLIVE"",""qty"":160},{""shade"":""L PINK"",""qty"":170},{""shade"":""OFF WHITE"",""qty"":270}],""completeLot"":false,""notedAt"":""2026-03-12T07:43:54.598Z""}","[{""number"":""CH-PRINT-0162"",""date"":""23 Feb 2026"",""by"":"""",""completeLot"":false,""totalQty"":960,""items"":[{""shade"":""NAVY"",""qty"":320},{""shade"":""RED"",""qty"":320},{""shade"":""ROYAL"",""qty"":160},{""shade"":""NEO YELLOW"",""qty"":160}],""receivedDate"":""2026-02-24T05:26:50.669Z"",""embCompleted"":true,""embUpdatedAt"":""2026-03-13T13:23:56.561Z""},{""number"":""CH-PRINT-0162"",""date"":""24 Feb 2026"",""by"":"""",""completeLot"":false,""totalQty"":970,""items"":[{""shade"":""1%"",""qty"":160},{""shade"":""BLUE"",""qty"":145},{""shade"":""L COFFEE"",""qty"":185},{""shade"":""AQUA"",""qty"":150},{""shade"":""OLIVE"",""qty"":160},{""shade"":""L PINK"",""qty"":170}],""receivedDate"":""2026-02-26T05:10:27.425Z"",""embCompleted"":true,""embUpdatedAt"":""2026-03-18T14:40:40.810Z""},{""number"":""CH-PRINT-0162"",""date"":""12 Mar 2026"",""by"":"""",""completeLot"":false,""totalQty"":270,""items"":[{""shade"":""OFF WHITE"",""qty"":270}],""receivedDate"":""2026-03-13T13:23:40.300Z"",""embCompleted"":true,""embUpdatedAt"":""2026-03-18T14:40:46.478Z""}]",2200,no,,,MEDIUM,,,,,,,,,,,,,,,,,,,2/20/2026
JO-793,2026-02-20,SINKAR LYCRA,CK,"NAVY (COLLER- RED), BLACK (COLLER -RED), OFF WHITE (COLLER-OLIVE), RED (COLLER-NAVY), BLACK (COLLER-CREAM), 15% (COLLER-D GREY), 1% (COLLER-COFFEE), R GREEN (COLLER-WHITE)","M , L , L , XL , 2XL",2,ROLLS,Mohit Hosiery,T-SHIRT COLLAR,GENTS,SUMMER,NA,,BHM,FRONT,MH Pattern,COLLAR + THOKA,COLLER THOKA PUCHI FLAT KA LAGE GA COLLER JKM WAALE KI MATCHING HOYI HAI,no,Ravinder Singh (Order Referred By Mohit Goyal),,11529,,CH-PRINT-0165,10 Mar 2026,"{""items"":[{""shade"":""NAVY (COLLER- RED)"",""qty"":145},{""shade"":""RED (COLLER-NAVY)"",""qty"":160},{""shade"":""15% (COLLER-D GREY)"",""qty"":170},{""shade"":""1% (COLLER-COFFEE)"",""qty"":165},{""shade"":""R GREEN (COLLER-WHITE)"",""qty"":150},{""shade"":""BLACK (COLLER -RED)"",""qty"":175},{""shade"":""OFF WHITE (COLLER-OLIVE)"",""qty"":140},{""shade"":""BLACK (COLLER-CREAM)"",""qty"":175}],""completeLot"":false,""notedAt"":""2026-03-10T09:52:53.160Z""}","[{""number"":""CH-PRINT-0165"",""date"":""24 Feb 2026"",""by"":"""",""completeLot"":false,""totalQty"":790,""items"":[{""shade"":""NAVY (COLLER- RED)"",""qty"":145},{""shade"":""RED (COLLER-NAVY)"",""qty"":160},{""shade"":""15% (COLLER-D GREY)"",""qty"":170},{""shade"":""1% (COLLER-COFFEE)"",""qty"":165},{""shade"":""R GREEN (COLLER-WHITE)"",""qty"":150}],""receivedDate"":""2026-02-27T06:43:38.842Z"",""embCompleted"":true,""embUpdatedAt"":""2026-03-07T06:31:53.138Z""},{""number"":""CH-PRINT-0165"",""date"":""10 Mar 2026"",""by"":"""",""completeLot"":false,""totalQty"":490,""items"":[{""shade"":""BLACK (COLLER -RED)"",""qty"":175},{""shade"":""OFF WHITE (COLLER-OLIVE)"",""qty"":140},{""shade"":""BLACK (COLLER-CREAM)"",""qty"":175}],""receivedDate"":""2026-03-11T06:46:49.516Z"",""embCompleted"":true,""embUpdatedAt"":""2026-03-14T06:07:04.901Z""}]",1280,no,,,HIGH,,,,,,,,NO,,,,,,,,,,,2/20/2026
JO-794,2026-02-21,SINKAR,CK,"BLACK (RED), BLACK (WHITE), BLUE (WHITE), CREAM (B GREEN), D GREY (CREAM), OLIVE (CREAM), 1% (D GREY)","M , L , L , XL , 2XL",2,ROLLS,Mohit Hosiery,T-SHIRT COLLAR,GENTS,SUMMER,NA,,BHM,FRONT,MH Pattern,COLLAR + THOKA,COLLER PUCHI THOKA FLAT KA COLLER JKM WAALA LAGNA HAI,no,Ravinder Singh (Order Referred By Mohit Goyal),,11530,,,,,,,,,,HIGH,,,,,,,,NO,,,,,,,,,,,2/21/2026
JO-795,2026-02-21,SINKAR LYCRA,CK,"BLACK, BLACK, OFF WHITE, ROYAL, R GREEN, RANI, OLIVE, 1%","M , L , L , XL , 2XL",2,ROLLS,Mohit Hosiery,T-SHIRT COLLAR,GENTS,SUMMER,NA,,BHM,FRONT,MH Pattern,COLLAR + THOKA,COLLER THOKA PUCHI FLAT KA COLLER JKM WAALA LGNA HAI,no,Ravinder Singh (Order Referred By Mohit Goyal),,11531,,CH-PRINT-0176,10 Mar 2026,"{""items"":[{""shade"":""OFF WHITE"",""qty"":145},{""shade"":""ROYAL"",""qty"":155},{""shade"":""R GREEN"",""qty"":180},{""shade"":""RANI"",""qty"":145},{""shade"":""OLIVE"",""qty"":145},{""shade"":""1%"",""qty"":165},{""shade"":""BLACK"",""qty"":335}],""completeLot"":false,""notedAt"":""2026-03-10T07:26:39.299Z""}","[{""number"":""CH-PRINT-0176"",""date"":""7 Mar 2026"",""by"":"""",""completeLot"":false,""totalQty"":935,""items"":[{""shade"":""OFF WHITE"",""qty"":145},{""shade"":""ROYAL"",""qty"":155},{""shade"":""R GREEN"",""qty"":180},{""shade"":""RANI"",""qty"":145},{""shade"":""OLIVE"",""qty"":145},{""shade"":""1%"",""qty"":165}],""receivedDate"":""2026-03-09T05:58:35.898Z"",""embCompleted"":true,""embUpdatedAt"":""2026-03-14T06:07:25.236Z""},{""number"":""CH-PRINT-0176"",""date"":""10 Mar 2026"",""by"":"""",""completeLot"":false,""totalQty"":335,""items"":[{""shade"":""BLACK"",""qty"":335}],""receivedDate"":""2026-03-11T06:46:27.797Z"",""embCompleted"":true,""embUpdatedAt"":""2026-03-14T06:07:21.045Z""}]",1270,no,,,HIGH,,,,,,,,NO,,,,,,,,,,,2/21/2026
